Datetime,Tweet ID,Tweet,Location,Username
2011-12-30 23:21:32+00:00,152892102328594432,@Roy_Cam @Smalltalkwitht @Verizon @BankofAmerica @mamagerka Really pro sports pay is obscene?,,EDinCali
2011-12-30 23:20:40+00:00,152891885642448899,@EDinCali @Smalltalkwitht @Verizon @BankofAmerica @mamagerka U  really need to talk to  people who know inside baseball on Exec pay Disgrace,,Roy_Cam
2011-12-30 23:20:31+00:00,152891844588601345,"Fuck @bankofamerica They probably dont know either RT @LucasClouser Will BofA be open tomorrow, if so till what time?",,Dani_Sheree_
2011-12-30 23:18:54+00:00,152891439746002945,"@Roy_Cam @Smalltalkwitht @Verizon @BankofAmerica @mamagerka BUT it is private sector U hav choices, unlike public sector U hav NO choice",,EDinCali
2011-12-30 23:17:06+00:00,152890985406406656,@mamagerka @Smalltalkwitht @Verizon @BankofAmerica Gotta keep the pmts up to their legislators campaign warchests.,,EDinCali
2011-12-30 23:15:00+00:00,152890459230969856,"RT @liberalease AWESOME. @BANKOFAMERICA STOCK DOWN 58%But someone should go to jail. Do not pass go, do not collect $2 Trillion dollars.",,Bailey649
2011-12-30 23:14:57+00:00,152890443959517184,"@Smalltalkwitht @Verizon @BankofAmerica @mamagerka @EDinCali Idiots r topExecs&gt;want raises, stock opts, gold parachutes from upping cashflow",,Roy_Cam
2011-12-30 23:14:00+00:00,152890208382222336,@Smalltalkwitht @Verizon @BankofAmerica @EDinCali how many jobs have automated systems already cost? greedy guts.Fees for unions? campaigns?,,mamagerka
2011-12-30 23:12:23+00:00,152889801069174784,@Smalltalkwitht @Verizon @BankofAmerica @mamagerka 2.00 X millions of users. 2.00 fee wd have broken their contract tho so they pulled it.,,EDinCali
2011-12-30 23:07:04+00:00,152888461886636035,Ugh @bankofamerica just put me in a bad mood for the weekend. Come Tuesday I'm goin to a credit union where they'll treat me better #noProbs,,Dani_Sheree_
2011-12-30 23:04:10+00:00,152887730240622593,AWESOME. @BANKOFAMERICA STOCK DOWN 58%,,liberalease
2011-12-30 22:55:08+00:00,152885460262326272,So glad I was able to get everything worked out... @bankofamerica is so much nicer than at compass....,,SimplyReading
2011-12-30 22:53:36+00:00,152885072276623360,I can't stand @BankofAmerica. They make it so hard to keep banking w/them. Poor customer service & they're consistent at being inconsistent.,,Dani_Sheree_
2011-12-30 22:44:45+00:00,152882847441633280,@Carrie128nyc @bankofamerica that is very upsetting. I would talk to @ottogrl she can teach you to  do a #micheleyell and,,carriekerpen
2011-12-30 22:20:49+00:00,152876822743363584,"I'm so proud of people unifying as 1 voice, letting big companies like @Verizon, @bankofamerica... know we're not going to take it any more!",,CHANGOCHAN
2011-12-30 22:04:03+00:00,152872601558073344,Congrats @ATT and @BankofAmerica  for being named one of the best places to work for LGBT employees.  You guys rock!  http://t.co/HPEpa4zv,,robertstinnett
2011-12-30 22:00:29+00:00,152871705604403200,"@bankofamerica should thank @verizonwireless. Now when the next corp makes a similar stupid move ppl will say ""Remember Verizon doing that?""",,SioConnellan
2011-12-30 21:28:15+00:00,152863593023549440,"@bankofamerica I think it's time to get new chairs at your Greenpoint, NY location ;)  http://t.co/yE5BOyLZ",,RyanSweeney82
2011-12-30 21:16:31+00:00,152860642842386434,"Lesson learned from @BankofAmerica? RT @cnnbrk: #Verizon to scrap proposed $2 convenience fee, citing customer feedback http://t.co/TOwePlsO",,kevin_middleton
2011-12-30 21:16:23+00:00,152860608923049984,"What do @godaddy, @Verizon, & @bankofamerica have in common? They value customers only when we are pissed at them #savingface",,squeeze_jay
2011-12-30 21:16:01+00:00,152860514551205888,at least they reacted quicker than @bankofamerica RT @CNN Verizon says it's scrapping $2 payment fee. http://t.co/QrT601X,,emerygirl
2011-12-30 20:54:42+00:00,152855150065750017,"Dear Big Biz, Please cease all attempts at humor by naming fees ""convenient"". For examples of this folly see @verizon & @bankofamerica.",,t_christe
2011-12-30 20:49:28+00:00,152853833188519936,"2011 person of the year: the CONSUMER? Its been a yr of wins for the lil guys (us!) 1st @BankofAmerica, then @Verizon:  http://t.co/R43vCNaG",,FizaAhmed_
2011-12-30 20:43:07+00:00,152852234365976576,"@verizon follows lead of @bankofamerica, canceling fees amid public outrage: http://t.co/bbuhk9Hj",,claxtonian
2011-12-30 20:34:14+00:00,152850001888948224,"Whos next up in the come up with a crazy fee & then cancel it days later game? @bankofamerica was 1st, then @verizonwireless. I say @Comcast",,AirlineFlyer
2011-12-30 20:25:26+00:00,152847784352030722,"Hey @verizonwireless , you are now in the same category as @netflix and @bankofamerica - *nd that is NOT good company",,thebrettholomew
2011-12-30 19:46:23+00:00,152837957907251202,"So annoyed with @bankofamerica Don't bother refinancing with them, complete waste of time/runaround",,lexiswin
2011-12-30 19:43:42+00:00,152837282926297089,@Verizon @bankofamerica Just flat out disrespectful with there fees RT RT RT,,Elainesaynomore
2011-12-30 19:23:32+00:00,152832209865277440,Random monthly charges? ... Ya'll a bunch of thieves @bankofamerica,,AlejandroAr3nas
2011-12-30 18:59:04+00:00,152826050076884993,@gknutson Good luck with your @bankofamerica visit/customer service!,,mcafiero
2011-12-30 18:59:00+00:00,152826032330776577,"Goodbye @BankofAmerica, and hello Navy Federal!",,Shan_2009
2011-12-30 18:52:13+00:00,152824326784159744,Sitting @bankofamerica Seattle with customer service..I can see why the stock dropped 60% this year.  Glad I dropped it for AT&T. #dividend,,gknutson
2011-12-30 18:17:08+00:00,152815497547759616,"Thank u @bankofamerica for giving away all my money without permission, then making me wait 2 weeks to get it back",,DodgersBro
2011-12-30 18:11:48+00:00,152814155517280257,@VZWnews did you really expect people not to get upset about having to pay...to pay? Go talk to @bankofamerica and @netflix,,coltstander
2011-12-30 17:02:44+00:00,152796776481566720,@bankofamerica Online banking appears down. What gives?,,skimbrel
2011-12-30 16:42:23+00:00,152791651818012672,@ShannonSSteele I work for @BankofAmerica and that is completely unacceptable.,,Richard_Colo
2011-12-30 16:36:34+00:00,152790187943018497,You can tell it's the end of the month @bankofamerica is packed!!!,,EvryBdyKnwChris
2011-12-30 16:28:45+00:00,152788223209390080,@bankofamerica messes up another loan. Do they not realize they're also messing with people's lives?  http://t.co/h41yrOqn,,tinainvirginia
2011-12-30 16:22:37+00:00,152786680091381761,@bankofamerica is a total joke.  Told me they need to hold a deposit from a local bank for ten days. What a scam...,,farlieonfootie
2011-12-30 15:42:43+00:00,152776636364898304,I'm pretty sure the constant beeping from @bankofamerica ATMs is a subtle form of brainwashing,,spencertcurry
2011-12-30 15:39:13+00:00,152775758404788224,“@KellyPlante: CANNOT WAIT to finally drop @bankofamerica today. I couldnt have been any more disappointed with them.” @johnlynn3 will be 😢,,Loetzey
2011-12-30 15:38:26+00:00,152775558546202624,My @bankofamerica teller sent me to the back of the line because she thought 12x20's was $220. Good to know those handling my $$ can't count,,spencertcurry
2011-12-30 15:33:07+00:00,152774222425505792,"And the award for the most bug-prone, unreliable, and generally poor quality web site award goes to @bankofamerica.",,garrettdimon
2011-12-30 15:30:31+00:00,152773566021111808,"@VerizonWireless I know history repeats itself, but did you learn nothing from @BankofAmerica about fees??",,SelectionRules
2011-12-30 15:21:41+00:00,152771345116168194,"Thinking that  @verizon ""convenience fee"" will join the ranks of @BankofAmerica and @Netflix miscalculations of 2011. #badidea",,carreenwl
2011-12-30 15:06:11+00:00,152767444442816512,@bankofamerica really ruined my morning,,Creole_Gal
2011-12-30 14:52:45+00:00,152764062491611136,Check this video out -- @ROCMIKEY MASTER PLAN DC ROOTS http://t.co/L5CR91ZC via @BANKOFAMERICA,,RocMikey
2011-12-30 14:31:59+00:00,152758837538078720,We all roared when @bankofamerica announced fees. Check out their #conveniencefee schedule if you get paid or anything via prepaid card.,,jemontemayor
2011-12-30 14:19:30+00:00,152755697296220160,#conveniencefee search reveals @att charges $1 if you pay in person....I am on a crusade now. @bankofamerica was simply a public gaffe.,,jemontemayor
2011-12-30 13:06:36+00:00,152737351381172224,Evidently @verizonwireless learned nothing from @bankofamerica. What a bunch of idiots.,,SioConnellan
2011-12-30 11:19:32+00:00,152710407004491776,FHA says Flip that house http://t.co/RddPvS9d  @fha @bac @bankofamerica @bac @bofa #bullshit #homesales @greentree @bnymellon @cnbcfastmoney,,EveryThingIsBS
2011-12-30 06:19:09+00:00,152634809863258113,@RaganFox I also had a wonderful experience with a @bankofamerica telephone customer service rep. I wonder if we talked to the same person.,,BethOyler
2011-12-30 04:08:59+00:00,152602055465385986,Dear @VerizonWireless Did you not learn anything from @Netflix or @BankofAmerica this year? Just sayin',,Suzl4
2011-12-30 04:08:53+00:00,152602030190510080,"""@TheStreet: A 2012 Housing Rebound Can't Even Save @BankofAmerica http://t.co/f3jcIrtm by @shavenk"" #in",,tomheger
2011-12-30 03:02:16+00:00,152585263120523264,"Hello @VerizonWireless, guess who is gonna leave ya! Me... have you heard of the stupid mistake @BankofAmerica made...",,JGlogovsky
2011-12-30 01:41:21+00:00,152564902261821440,RT @LaurianaZ: Didn't @Verizon pay attention to what happened with BofA? http://t.co/d02kINei #BadIdea cc @BankofAmerica @VerizonWireless,,achgcs
2011-12-30 01:16:39+00:00,152558684327788544,Didn't @Verizon pay attention to what happened with BofA? http://t.co/45NKRxOZ #BadIdea cc @BankofAmerica @VerizonWireless,,LaurianaZ
2011-12-30 01:09:22+00:00,152556849823088640,Sponsors make #RBTW possible! RT @all4literacy: Thanks #RBTW12 sponsors @bankofamerica #Orlando & @OUCreliableone http://t.co/Bfm9ZTIH,,leahlovesays
2011-12-30 01:05:57+00:00,152555992327000066,Thanks #RBTW12 sponsors @bankofamerica #Orlando & @OUCreliableone http://t.co/47fxRWbo,,ALL4Literacy
2011-12-29 23:53:40+00:00,152537803308281856,Have 2 keep it super real. Just had an exemplary experience with @bankofamerica telephone customer service. #Impressed @SeeIDontJustComplain,,RaganFox
2011-12-29 22:02:10+00:00,152509743259332610,@bankofamerica You are a RETAIL bank. Start acting like it. 9:30-4 is not convienent for those of us with full-time jobs. #getaclue,,andrewniesen
2011-12-29 20:58:19+00:00,152493672842268672,But. Free @Jazzzaaye doe. Fuck Boosie and @bankofamerica lmao!,,BeeMichelle
2011-12-29 20:54:15+00:00,152492648974921728,@cnnbrk that's not gonna stick. Right @netflix & @BankofAmerica?,,b14z3d21
2011-12-29 20:46:28+00:00,152490691988168706,@330Doc oh I am honey! Tomorrow is the day! RIP @BankofAmerica,,MasegoLady11
2011-12-29 20:41:30+00:00,152489441057976320,Spent 1 hr on the phone with @BankofAmerica and didn't get a damn thing accomplished. I'm DONE!,,MasegoLady11
2011-12-29 20:35:46+00:00,152487998771040256,@BankofAmerica  RT @DariusUncensord @BeeMichelle leaving bank of America for a local credit union was one of my best moves”,,MasegoLady11
2011-12-29 20:34:37+00:00,152487708554571776,"@iAmBeckyKaye thank you!!!! I work TOO hard to just hand over money! Two jobs, and goes to school full time! Nope can't! @BankofAmerica",,MasegoLady11
2011-12-29 20:33:23+00:00,152487397786001409,@pretty0riginal @bankofamerica bad experience in college. Overdrafts for shit less than a dollar. Refused to waive the fees.,,BeeMichelle
2011-12-29 20:32:17+00:00,152487120567672832,“@BeeMichelle: I'll get another bank soon but I'm looking more towards credit unions .... never bank of America again lol” @BankofAmerica,,MasegoLady11
2011-12-29 20:31:18+00:00,152486872889827328,@BeeMichelle why not??? I love @bankofamerica,,pretty0riginal
2011-12-29 20:30:02+00:00,152486555821412352,Looking for #job training? @LATTC provides workforce training in high-demand sectors fueling the region's economy. http://t.co/XGLc1M9y,,BankofAmerica
2011-12-29 20:25:23+00:00,152485386822758400,“@TeriBadAzz: @Jazzzaaye @BeeMichelle @bankofamerica come to Chase bank. They never steal from your accounts unlike BOA.” @BankofAmerica,,MasegoLady11
2011-12-29 20:24:29+00:00,152485159340474369,“@BeeMichelle: Seeing 2011 for what it was: a big ass lesson learned.” DONT BANK WITH @BANKOFAMERICA they will steal your money,,MasegoLady11
2011-12-29 20:23:43+00:00,152484964213071872,"RT @Jazzzaaye @BeeMichelle @bankofamerica they're stealing money nshit! Loyal customer since 2003, and this is how they treat me?!",,BeeMichelle
2011-12-29 20:23:07+00:00,152484816657457152,@iAmBeckyKaye smh very very angry... @BankofAmerica smh,,MasegoLady11
2011-12-29 20:22:23+00:00,152484631898357760,"@BeeMichelle @bankofamerica they're stealing money nshit! Loyal customer since 2003, and this is how they treat me?!",,MasegoLady11
2011-12-29 20:17:46+00:00,152483466452279297,What did @bankofamerica do now? I left them in 2008 tho.... wont be paying your asses EVER!,,BeeMichelle
2011-12-29 20:14:20+00:00,152482604610879490,It's not just me!!! There's millions of other Americans that feel the same way! Tired of being just a number! @BankofAmerica over it!,,MasegoLady11
2011-12-29 20:11:50+00:00,152481973191974913,Leaving @BankofAmerica in 2011! I'm done dealing with these money stealers...smh Big Business and Big Banks better realize America is done!,,MasegoLady11
2011-12-29 20:02:00+00:00,152479501211799552,"everytime I come to the @bankofamerica on creedmoor rd, I want to die. why do I torture myself....",,laurensolovely
2011-12-29 19:21:58+00:00,152469426581676033,Is Verizon Joking? Paying Online/By Phone Will Soon Cost You An Extra $2 http://t.co/abujmix3 *Didn't you learn from @bankofamerica,,travkeith
2011-12-29 19:15:31+00:00,152467802257756160,"Love your new fees, @BankofAmerica. You're losing another customer today. Its amazing that you think consumers don't have other options.",,ChippNorcross
2011-12-29 18:13:18+00:00,152452146644783105,@bankofamerica I got a brand new Camaro thanks to a loan with you only to scratch the bottom bumper/skid pulling into your branch office,"Place(fullName='Charlotte, NC', name='Charlotte', type='city', country='United States', countryCode='US')",williamsullivan
2011-12-29 18:05:05+00:00,152450077619793921,RT @DTLAL: Idiots at @BankofAmerica Hit Hardest by Fee Crackdown! #Nyc #charlotte #va #manhatten #sanfrancisco #... http://t.co/Xnm8nfZG,,newsfrancisco
2011-12-29 17:51:21+00:00,152446622092103680,@bryanwp @bankofamerica yeah i'll be looking for a new bank soon.,,farrelley
2011-12-29 17:50:27+00:00,152446394492403712,"@farrelley @bankofamerica wants your money, not so much your business.",,bryanwp
2011-12-29 17:30:00+00:00,152441249842999297,Do you know a student who is making an impact on your #community? Tell them to apply to be a Student Leader: http://t.co/HasclkUh,,BankofAmerica
2011-12-29 17:03:00+00:00,152434454051295232,I'm going to close my @bankofamerica because they want to charge me $5 for a broken ATM. I guess they don't want my $$,,farrelley
2011-12-29 16:31:13+00:00,152426456696356865,"Reconciling my account, I found that @bankofamerica slipped in a $10/mo fee to download transactions to Quicken. JEEPERS #MoveYourMoney",,AZalan
2011-12-29 15:00:01+00:00,152403504080748544,"#BofA is proud to be helping neighborhoods in #Brooklyn by financing affordable, #sustainable housing. http://t.co/lLC42aBj",,BankofAmerica
2011-12-29 02:47:38+00:00,152219194103050240,today i ended 15 years of @bankofamerica fees and phone trees by closing our checking acct. hello @SFFireCU and take good care of our $$$!,,twelvetones
2011-12-29 02:05:22+00:00,152208554995097601,Oh and can I also mention that @BankOfAmerica wants DH to come in 10 min early w/out pay??,,Alyson_CA78
2011-12-29 00:22:08+00:00,152182579146129408,"Tell me @bankofamerica, why is there Braille on your drive through ATM? #dumbthings","Place(fullName='Brentwood, TN', name='Brentwood', type='city', country='United States', countryCode='US')",ninjamac
2011-12-28 22:55:30+00:00,152160773999833088,@Efortenbury haha well at this point I feel like any bank is better than shitty ass @bankofamerica,,Jmathis702
2011-12-28 22:21:45+00:00,152152280618115072,Fuck @bankofamerica ! Biggest pieces of shit,,Jmathis702
2011-12-28 21:42:29+00:00,152142399244734465,Completely disgusted w/ @bankofamerica ..not giving raises bcs of countrywide lawsuits? My husband deserves better! #furious,,Alyson_CA78
2011-12-28 21:41:12+00:00,152142078837661697,@bankofamerica No raises for faithful employees?? Pretty sure the lawsuits have NOTHING to do w/employee performance. Shame on you!!!,,Alyson_CA78
2011-12-28 21:20:03+00:00,152136755695456257,Fuck you @bankofamerica for your monthly $12 maintenance fee,,selay___
2011-12-28 21:10:56+00:00,152134462023548929,"Refinancing my auto loan with the University Credit Union in Maine. Hasta la vista, @BankofAmerica.  @UCU_Maine",,Justin_D_Martin
2011-12-28 20:18:15+00:00,152121202524176384,@bankofamerica your customer service is without a doubt the worst ever!!! have to tweet cause no one will call back!,,Sgtmac409H
2011-12-28 20:10:50+00:00,152119333840101377,@Tanjello @bankofamerica Did u get an update from BofA?,,madmexpz
2011-12-28 19:41:40+00:00,152111994546307073,"Your customer support is almost as bad as @bankofamerica, @VZWSupport. Always an unpleasant experience with both of you!",,MichelleThayer
2011-12-28 19:31:27+00:00,152109425447010304,"Note to @BankofAmerica: When rejecting a file upload in #Equator, please state a valid reason. Could you be any more vague than ""other""? #fb",,sfbayrealtor
2011-12-28 18:55:31+00:00,152100379721609216,Evil @BankofAmerica in $335M settlement over Countrywide loans! #charlotte #sanfrancisco #piedmont #marin #sfv #seattle #chicago #sfo #reno,,DTLALMagazine
2011-12-28 17:14:36+00:00,152074983198302209,Dear @bankofamerica yes you will be left behind in 2011. All accounts have been closed and I'm shuffling away from your mess,,LEGEND_STATUS
2011-12-28 16:30:00+00:00,152063761996447744,#BofA helped @kipp #DC acquire and rehabilitate its largest campus giving kids the learning space they deserve: http://t.co/KaBrTL9O,,BankofAmerica
2011-12-28 13:59:36+00:00,152025911070425088,lol “@_WA2 OOOOOHHHH @BANKOFAMERICA you have THEE WORST CUSTOMER SERVICE!!! IM SO CLOSING ALL ACCOUNTS WITH YOU!!!!!”,,Liberianboii86
2011-12-28 13:59:07+00:00,152025788156354560,OOOOOHHHH @BANKOFAMERICA you have THEE WORST CUSTOMER SERVICE!!! IM SO CLOSING ALL ACCOUNTS WITH YOU!!!!!,,_WA2
2011-12-28 12:54:35+00:00,152009549904224256,@mikewhitmore Met one of your @mormon buddies at my @BankOfAmerica in @Ballard. He was very helpful We talked for 20 minutes. How are you?,,rmclin
2011-12-28 07:14:41+00:00,151924011473969152,you just wasted 40 minutes of my fucking life....#FuckYou @bankofamerica .........#NotEvenARealBankAnyway,,WhenMilkGoesBad
2011-12-28 02:38:02+00:00,151854391115259905,"@bankofamerica Is Platinum Priviledges, really a new program vs. an earned status? My accounts haven't changed materially for decades.",,gdeems
2011-12-27 23:30:11+00:00,151807116817088512,We believe in long-term relationships: @Uwajimaya grocery stores have helped grow #Seattle community since 1945: http://t.co/irYnT92j,,BankofAmerica
2011-12-27 23:24:54+00:00,151805787457593344,@bankofamerica Need help with short sale in Tracy CA. I signed closing paperwork but now the delay is on your end.,,madmexpz
2011-12-27 22:30:13+00:00,151792024767561729,Ugh why did @bankofamerica charge $5 to my savings... I don't even use it. #FuckedUp,,jlhandy
2011-12-27 22:02:47+00:00,151785119621971968,I have a way for @bankofamerica to triple their business on the southside of Chicago...I'm a genius..but don't work for free...cut the check,,LouBLive
2011-12-27 21:26:14+00:00,151775922406694912,@BankofAmerica is trippin' right now... They better give me my money!!!,,_World_Freedom
2011-12-27 20:51:53+00:00,151767278634020864,@SHAMROC2k12 @BankOfAmerica lmaooooo,,neezzzzy
2011-12-27 20:45:30+00:00,151765671104086016,I will never follow @BankOfAmerica,,SHAMROCiAN
2011-12-27 19:23:20+00:00,151744992908554240,Closing my accounts and leaving this sketchy company! @bankofamerica (@ Bank of America) http://t.co/ddy9Ph3v,,chancelperry
2011-12-27 19:21:16+00:00,151744474815533056,#Connecticut State Troopers searching for man who robbed #Kent @BankofAmerica branch this morning. http://t.co/naOZEVzW,,RegisterCitizen
2011-12-27 18:48:54+00:00,151736327551983616,Evil @BankofAmerica in $335M settlement over Countrywide loans! #charlotte #sanfrancisco #piedmont #marin #sfv #seattle #chicago #sf #reno,,DTLALMagazine
2011-12-27 17:21:44+00:00,151714392952684544,"What's up with that, @bankofamerica? ALL the ATMs in Sears/Willis are now FifthThird!",,H23Designs
2011-12-27 15:04:21+00:00,151679818025537537,RT @TheBishopTuTu @KenaBsongwriter @BankofAmerica is some shit. I left them some yrs ago because money kept being stolen from my account.,,Shikena_s
2011-12-27 15:03:27+00:00,151679591763816448,@KenaBsongwriter @BankofAmerica is some shit. I left them some yrs ago because money kept being stolen from my account.,,TheBishopTuTu
2011-12-27 15:02:31+00:00,151679356400451584,Closin my Bank of America acct.....can't believe I stayed with them so long......Fck @BankofAmerica,,Shikena_s
2011-12-27 14:30:00+00:00,151671174164779009,We believe in long-term relationships: @Uwajimaya grocery stores have helped grow #Seattle community since 1945: http://t.co/k1cT0nM0,,BankofAmerica
2011-12-27 14:18:09+00:00,151668188348821505,"@bankofamerica Thx to BofA for supporting the Baldwin Center in Pontiac, MI as we feed, clothe, educate, & empower! http://t.co/jSVpc481",,baldwincenter
2011-12-27 13:56:53+00:00,151662839357112320,The 3% charge applied to my account in @GOGCom's name per transaction is actually @BankOfAmerica charging me. Guess I'll use Paypal for GOG.,,DarylSurat
2011-12-26 22:02:51+00:00,151422748332261376,just followed @bankofamerica ....,,AR_JR
2011-12-26 19:55:02+00:00,151390584433676288,RT @DTLAL: Evil @BankofAmerica in $335M settlement over Countrywide loans! #charlotte #sanfrancisco #piedmont #m... http://t.co/fkxLL6oU,,newsfrancisco
2011-12-25 21:43:02+00:00,151055376626880513,“@RO_JAMES: Wack ass @bankofamerica !” fuck them!,,Nyceonthebass
2011-12-25 21:04:54+00:00,151045777978966016,“@RO_JAMES: Wack ass @bankofamerica !”&lt;~~I'm taking all of my money up out of there ASAP,,Br00keAtMeNow
2011-12-25 21:01:28+00:00,151044916284366848,Good on @bankofamerica for actually calling me to ask about relatively suspicious activity. Would have been nice if @citibank did the same,,AirlineFlyer
2011-12-25 19:55:38+00:00,151028348078923776,@bankofamerica @bankofamerica,,Sitio606
